POD	Type	No.	Hostname 	Interface 	VLAN 		IPv4 	Cntr		IPv6	Description 	Orig Line	4Net1	4Net2	4Net3	4Net4		6net		IPv4	DNS A Records	IPv6	DNS AAAA Records
4	ci-sto	7	cdptpabb-ci-sto-0007-2	eth0	210	75.179.249.	17	17	2001:1998:064f:0109::	11	"POD 4 Storage SIOC 2, 7"	351	192	168	254	0	192.168.254.17	0109		75.179.249.17	cdptpabb-ci-sto-0007-2.cdvr.stage.charter.com	2001:1998:064f:0109::11	cdptpabb-ci-sto-0007-2.cdvr.stage.charter.com
					210	75.179.249.	18	18	2001:1998:064f:0109::	12		352	192	168	254	0	192.168.254.18	0109					
					210	75.179.249.	19	19	2001:1998:064f:0109::	13		353	192	168	254	0	192.168.254.19	0109					
					210	75.179.249.	20	20	2001:1998:064f:0109::	14		354	192	168	254	0	192.168.254.20	0109					
					210	75.179.249.	21	21	2001:1998:064f:0109::	15		355	192	168	254	0	192.168.254.21	0109					
					210	75.179.249.	22	22	2001:1998:064f:0109::	16		356	192	168	254	0	192.168.254.22	0109					
					210	75.179.249.	23	23	2001:1998:064f:0109::	17		357	192	168	254	0	192.168.254.23	0109					
					210	75.179.249.	24	24	2001:1998:064f:0109::	18		358	192	168	254	0	192.168.254.24	0109					
					210	75.179.249.	25	25	2001:1998:064f:0109::	19		359	192	168	254	0	192.168.254.25	0109					
					210	75.179.249.	26	26	2001:1998:064f:0109::	1A		360	192	168	254	0	192.168.254.26	0109					
					210	75.179.249.	27	27	2001:1998:064f:0109::	1B		361	192	168	254	0	192.168.254.27	0109					
					210	75.179.249.	28	28	2001:1998:064f:0109::	1C		362	192	168	254	0	192.168.254.28	0109					
					210	75.179.249.	29	29	2001:1998:064f:0109::	1D		363	192	168	254	0	192.168.254.29	0109					
					210	75.179.249.	30	30	2001:1998:064f:0109::	1E		364	192	168	254	0	192.168.254.30	0109					
			Broadcast		210	75.179.249.	31			ffff:ffff:ffff:ffff		365	192	168	254	0	192.168.254.31	0109					
												366											
			"IPv4 Network: 75.179.251.128/30
MASK: 255.255.255.252
IPv6 Network: 2001:1998:064f:0000::0/126"								"Gemini Mid-tier 01
domain: cdvr.stage.charter.com"	367											
			Network			75.179.251.	128		2001:1998:064f:0000::	0		368											
			Router			75.179.251.	129		2001:1998:064f:0000::	1		369											
			cdptpabb-de-gmt0001			75.179.251.	130		2001:1998:064f:0000::	2	"slot 7, bottom port 1 "	370								75.179.251.130	cdptpabb-de-gmt0001.cdvr.stage.charter.com	2001:1998:064f:0000::2	cdptpabb-de-gmt0001.cdvr.stage.charter.com
			Broadcast			75.179.251.	131		2001:1998:064f:0000::	3		371											
												372											
			"IPv4 Network: 75.179.251.132/30
MASK: 255.255.255.252
IPv6 Network: 2001:1998:064f:0000::4/64"								"Gemini Mid-tier 02
domain: cdvr.stage.charter.com"	373											
			Network			75.179.251.	132		2001:1998:064f:0000::	4		374											
			Router			75.179.251.	133		2001:1998:064f:0000::	5		375											
			cdptpabb-de-gmt0002			75.179.251.	134		2001:1998:064f:0000::	6	"slot 3, bottom port 1 "	376								75.179.251.134	cdptpabb-de-gmt0002.cdvr.stage.charter.com	2001:1998:064f:0000::6	cdptpabb-de-gmt0002.cdvr.stage.charter.com
			Broadcast			75.179.251.	135		2001:1998:064f:0000::	7		377											
												378											
			"IPv4 Network: 75.179.251.136/30
MASK: 255.255.255.252
IPv6 Network: 2001:1998:064f:0000::8/64"								"Gemini Mid-tier 02
domain: cdvr.stage.charter.com"	379											
			Network			75.179.251.	136		2001:1998:064f:0000::	8		380											
			Router			75.179.251.	137		2001:1998:064f:0000::	9		381											
			cdptpabb-de-gen0001			75.179.251.	138		2001:1998:064f:0000::	a	"slot 5, bottom port 1 "	382								75.179.251.138	cdptpabb-de-gen0001.cdvr.stage.charter.com	2001:1998:064f:0000::a	cdptpabb-de-gen0001.cdvr.stage.charter.com
			Broadcast			75.179.251.	139		2001:1998:064f:0000::	b		383											
												384											
			"IPv4 Network: 75.179.251.140/30
MASK: 255.255.255.252
IPv6 Network: 2001:1998:064f:0000::c/64"								"Gemini Mid-tier 02
domain: cdvr.stage.charter.com"	385											
			Network			75.179.251.	140		2001:1998:064f:0000::	c		386											
			Router			75.179.251.	141		2001:1998:064f:0000::	d		387											
			cdptpabb-de-gen0002			75.179.251.	142		2001:1998:064f:0000::	e	"slot 1, bottom port 1 "	388								75.179.251.142	cdptpabb-de-gen0002.cdvr.stage.charter.com	2001:1998:064f:0000::e	cdptpabb-de-gen0002.cdvr.stage.charter.com
			Broadcast			75.179.251.	143		2001:1998:064f:0000::	f		389											
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
